problem,addition,subtraction,multiplication,division
Each oven can bake 1 pizza in 12 minutes. How long will it take for an oven to to bake 10 pizzas?,0,0,1,0
24 folders each has 56 sheets of paper inside them. How many sheets of paper are there altogether?,0,0,1,0
A carton holds 24 packets of biscuits. Each packet has 12 biscuits. Tamarie has bought 19 cartons for a bake sale fundraiser. How many total biscuits does she have to sell?,0,0,1,0
A book costs $67. How much will be paid for 102 such books? ,0,0,1,0
A bicycle tire costs $50. There are 2 tires per bicycle. How much will it be to replace both tires on 3 bicycles?,0,0,1,0
"The monthly salary of a man is $ 2,625. What is his annual income by salary?",0,0,1,0
"Each student of class 4 donates $75 for flood victims. If there are 368 students in class 4, what is the total amount of money collected?",0,0,1,0
"An orchard has 46 columns of mango trees. There are 150 trees in each column, and every tree has 8 ripe mangoes. What is the total number of mangoes in the orchard?",0,0,1,0
A showroom has 165 fashion pieces. Each piece costs $450. What is the total cost if Carrie wants to buy all 165 fashion pieces? ,0,0,1,0
"The teller in the bank received 814 notes today. If the value of each note is $ 500, what is the total amount of money collected by the teller?",0,0,1,0
A car factory manufactures 75 cars each month. How many cars will be manufactured in the factory in 10 years? There are 12 months in a year.,0,0,1,0
The National Library has 502 book shelves. In each shelf there are 44 books. What is the total number of books in the library?,0,0,1,0
Our heart beats about 72 times in a minute. How many times will it beat in an hour?,0,0,1,0
Ram works for 9 hours in a day for 6 days in a week. Sham works 10 hours a day for 5 days in a week. How many total hours does Ram work? How about Sham?,0,0,1,0
"There are 100 baskets of fruit. Each basket has 24 kg of fruit. If half of the baskets are kept on the weighing machine, then what weight will be shown by the weighing machine?",0,0,1,0
A truck has 673 boxes of candies. Each box has a dozen candies in it. What is the total number of candies on the truck?,0,0,1,0
3 groups of ponies are eating. There are 2 ponies in each group. How many ponies are there in all?,0,0,1,0
A coloring-pen cost 4 dollars. How many dollars Alex must have paid for 5 coloring-pens?,0,0,1,0
Andy had 2 groups of toy kittens. There were 5 kittens in each group. He put all the kittens in a basket. How many kittens were in the basket?,0,0,1,0
A table has 4 corners. In a classroom there are 8 tables. How many corners do 8 tables have in all?,0,0,1,0
John is 9 years old. His brother is 3 times older than him. How old is John’s brother?,0,0,1,0
Mary is 5 years old. Her mother is 7 times as old as she is. How old is her mother?,0,0,1,0
There are 15 pencils in one packet. A shopkeeper has 60 such packets in his shop. How many pencils does he have in his shop?,0,0,1,0
A garland has 32 flowers. How many flowers are there in 45 such garland?,0,0,1,0
For a school trip 6 buses were hired. Each bus carried 42 children. How many children went on the trip?,0,0,1,0
"The product of two numbers is 96. If one number is 8, find the other.",0,0,1,0
A fruit vendor packed 260 cherries in 1 box. He had 32 boxes with him. Find the total number of cherries in his boxes.,0,0,1,0
A swimming pool is filled with 2067 litres of water. Find the water in 48 such swimming pools?,0,0,1,0
A planned community has 100 houses. Each house has 4 bedrooms. How many bedrooms are in the planned community?,0,0,1,0
Toby is a farmer. He plants 12 rows of carrots in a field. Each row has 6 carrots. How many carrots did Toby plant?,0,0,1,0
A fortnight is fourteen days. How many days are there in nine fortnights combined?,0,0,1,0
"Ashley sleeps exactly 7 hours every night. During the month of January, how many total hours will she sleep? There are 31 days in January.",0,0,1,0
Mrs. Wilson needed to buy 14 dozen eggs to make enough cakes for the party. How many eggs did she buy?,0,0,1,0
"Mr. Thomas has to travel from New York to Princeton, New Jersey and back 3 times each week. If Princeton is 66 miles from New York, how many total miles does he travel in a week?",0,0,1,0
Danny was taking care of his hamster. The hamster required feeding 4 times per day. How many times did Danny have to feed his hamster in 4 weeks? There are 7 days in a week.,0,0,1,0
"Top Notch IT Service employs 436 technicians. If each technician works 237 days per year, how many total days do Top Notch IT Service technicians work every year?",0,0,1,0
The First National Airlines company flies 648 times per year. Each airplane carries 158 passengers. How many total passenger fly on First National Airlines each year?,0,0,1,0
"Mr. Brown is a traveling salesman. He has driven from Pittsburgh, Pennsylvania to Washington D.C. and back 116 times over the past two years. The distance between Pittsburgh and Washington is 242 miles. how many total miles has he driven in these trips. Don't forget each trip is a ""round trip.""",0,0,1,0
"Bernie's General Store sells a lot of juice bottles. It ordered 287 cases of orange juice in 2012. If each case contains 144 bottles, how many total bottles of orange juice did it buy?",0,0,1,0
A deluxe box of Sour Scratch Kids contains 248 packages. Each package contains 137 individual Sour Scratch Kids. How many total Sour Scratch Kids come in a deluxe box?,0,0,1,0
"During the spring and summer concert months, the state fairgrounds has a capacity of 872 people. Each night there was a concert, the fairgrounds was at full capacity. If there were 109 nights in which there was a concert, how many total people were at the concerts during the spring and summer months?",0,0,1,0
the Orange Computer Company sold 538 computers on May 15. Each computer costs $795 How much money did the Orange Computer Company take in on May 15?,0,0,1,0
"Gage's Family Amusement park uses a lot of ice during the summer months to keep refreshments cool. Every day, it uses 769 bags of ice. If each bag of ice contains 362 ice cubes, how many total ice cubes are used every day at the amusement park?",0,0,1,0
"Briley's fast food chain orders a lot of French fries to serve its customers. In April, the food chain order 395 bags of potatoes. Each bag of potatoes contains 156 potatoes. How many total potatoes did the chain order?",0,0,1,0
Kelly's Sports Cards sold 785 deluxe packs of football cards in 2012. If each deluxe pack of football cards contains 142 cards. How many total cards did Kelly's Sports Cards sell in 2012?,0,0,1,0
"The class is currently engaged in a math activity. There are 5 groups, each with 4 students. What is the total number of students in the class?",0,0,1,0
"In the classroom, there are 5 groups of 4 students. 2 pairs of scissors should be distributed to each group. In total, how many pairs of scissors are required?",0,0,1,0
2 worksheets and 3 sheets of construction paper should be given to each student. How many sheets of construction paper should be prepared for a class of 20 students?,0,0,1,0
How many legs do 2 dogs have if 1 has 4?,0,0,1,0
How many socks are there in 3 pairs if each pair has 2 socks?,0,0,1,0
"Each pack of pens contains 5 pens. If I buy 2 packs of pens, how many pens are there?",0,0,1,0
I purchase 3 packages of peanut butter cups. Each box contains 3 cups. What is the total number of cups?,0,0,1,0
"There are 6 strings on a guitar. To restring 9 guitars, how many strings would I need?",0,0,1,0
I purchase 13 ping-pong ball packets. There are 50 balls in each pack. What is the total number of balls I would get?,0,0,1,0
A beetle has 6 legs in total. 3 beetles have how many legs?,0,0,1,0
It takes 3 hours to fully charge 1 tablet. How long would it take to charge 2 tablets if I only have 1 charger?,0,0,1,0
Eggs are sold in cartons of 12. Calculate the total number of eggs in 8 cartons.,0,0,1,0
A year is divided into 12 months. Calculate the total number of months in 5 years.,0,0,1,0
Niall can complete a 7-mile run in an hour. How far can Niall run in 4 hours if he maintains his current speed?,0,0,1,0
"For a BBQ, I purchased 3 packs of 5 hotdogs. What is the total number of hotdogs I bought?",0,0,1,0
A 4-minute music piece can be found on YouTube. How long do you think it will take you to listen to this piece 4 times?,0,0,1,0
Tyler constructs a 2-inch tall tower. Finn's tower is 3 times larger than Tyler's. What is the height of Finn's tower?,0,0,1,0
Each correct answer earns the student 3 stickers on their reward sheet. How many stickers will a kid receive if he obtains 7 accurate answers?,0,0,1,0
"On each worksheet, each student must answer 4 questions. How many questions will they have to answer collectively if there are 19 students?",0,0,1,0
"On a little street, there are 6 houses. Each home is home to a family of 4 children, 2 cats, and a dog. How many kids live on this street?",0,0,1,0
